zonas,enderecos,precos,area,quarto
leste,"Rua Pedro Malaquias, Vila Carrão, São Paulo Zona Leste, São Paulo",1700,69.0,3.0
leste,"Rua Tomoichi Shimizu, Colônia (zona Leste), São Paulo Zona Leste, São Paulo",800,42.0,2.0
leste,"Avenida Álvaro Ramos, Quarta Parada, São Paulo Zona Leste, São Paulo",1300,30.0,2.0
leste,"Rua Mercedes Lopes, 520 - Vila Santana, São Paulo - Sp, Brasil, Vila Santana, São Paulo Zona Leste, São Paulo",2000,58.0,2.0
leste,"Avenida Conselheiro Carrão, 830 - Chácara Califórnia, São Paulo - Sp, Brasil, Chácara Califórnia, São Paulo Zona Leste, São Paulo",1100,50.0,2.0
leste,"Rua Catrimani, 250 - Cidade Patriarca, São Paulo - Sp, Brasil, Cidade Patriarca, São Paulo Zona Leste, São Paulo",1650,75.0,2.0
leste,"Sítio Da Figueira, São Paulo Zona Leste, São Paulo",2350,68.0,
leste,"Avenida Mendonça Drumond, Jardim Maringá, São Paulo Zona Leste, São Paulo",1500,50.0,2.0
leste,"Rua Da Economia, Vila Nova Savoia, São Paulo Zona Leste, São Paulo",1800,47.0,2.0
leste,"Rua João Marchiori, Cidade Patriarca, São Paulo Zona Leste, São Paulo",2200,50.0,2.0
leste,"Rua Marechal Barbacena - Vila Regente Feijó, São Paulo - Sp, Brasil, Anália Franco, São Paulo Zona Leste, São Paulo",1400,46.0,1.0
leste,"Vila Dalila, São Paulo Zona Leste, São Paulo",1100,50.0,2.0
leste,"Rua Professor José Vieira De Morais - Vila Ré, São Paulo - Sp, Brasil, Vila Ré, São Paulo Zona Leste, São Paulo",1872,38.0,2.0
leste,"Vila Dalila, São Paulo Zona Leste, São Paulo",1200,38.0,
leste,"Rua Professor José Vieira De Morais - Vila Ré, São Paulo - Sp, Brasil, Vila Ré, São Paulo Zona Leste, São Paulo",1722,38.0,1.0
leste,"Rua Guarapuava, 290 - Mooca, São Paulo - Sp, Brasil, Moóca, São Paulo Zona Leste, São Paulo",2300,40.0,1.0
leste,"Penha De Franca, São Paulo Zona Leste, São Paulo",1550,62.0,2.0
leste,"Chácara Santo Antônio (zona Leste), São Paulo Zona Leste, São Paulo",2300,86.0,3.0
leste,"Vila Moreira, São Paulo Zona Leste, São Paulo",2100,57.0,2.0
leste,"Chácara Califórnia, São Paulo Zona Leste, São Paulo",1800,80.0,2.0
leste,"Rua Guido Bonici, Jardim Belém, São Paulo Zona Leste, São Paulo",1600,51.0,2.0
leste,"Cidade Líder, São Paulo Zona Leste, São Paulo",1090,40.0,2.0
leste,"Moóca, São Paulo Zona Leste, São Paulo",1900,69.0,3.0
leste,"Cangaíba, São Paulo Zona Leste, São Paulo",1400,55.0,2.0
leste,"Rua Henrique Casela, Jardim América Da Penha, São Paulo Zona Leste, São Paulo",2620,65.0,2.0
leste,"Cidade Satélite Santa Bárbara, São Paulo Zona Leste, São Paulo",1000,24.0,1.0
leste,"Rua Ulisses Cruz - Tatuapé, São Paulo - Sp, Brasil, Tatuapé, São Paulo Zona Leste, São Paulo",1600,60.0,2.0
leste,"Bispo Eugenio Damazemod 388, Vila Alpina, São Paulo Zona Leste, São Paulo",1100,29.0,1.0
leste,"Rua Bispo Eugenio Damazemod 388, Vila Alpina, São Paulo Zona Leste, São Paulo",1400,50.0,2.0
leste,"Avenida Francisco Falconi - Jardim Avelino, São Paulo - Sp, Brasil, Jardim Avelino, São Paulo Zona Leste, São Paulo",1200,45.0,2.0
leste,"Francisco Falconi 0, Jardim Avelino, São Paulo Zona Leste, São Paulo",1200,45.0,2.0
leste,"Rua Padre Mário Fontana, Parque Da Mooca, São Paulo Zona Leste, São Paulo",5000,105.0,3.0
leste,"Vila Gomes Cardim, São Paulo Zona Leste, São Paulo",4500,91.0,3.0
leste,"Rua Zacarias De Gois, Parque Colonial, São Paulo Zona Leste, São Paulo",4000,51.0,1.0
leste,"Rua Manuel Leiroz, Vila Penteado, São Paulo Zona Leste, São Paulo",1800,60.0,2.0
leste,"Jardim Avelino, São Paulo Zona Leste, São Paulo",4700,276.0,3.0
leste,"Vila Gomes Cardim, São Paulo Zona Leste, São Paulo",4500,92.0,3.0
leste,"Jardim São Cristóvão, São Paulo Zona Leste, São Paulo",2400,51.0,1.0
leste,"Moóca, São Paulo Zona Leste, São Paulo",4100,106.0,3.0
leste,"Rua Coronel Carlos Oliva, Tatuapé, São Paulo Zona Leste, São Paulo",1600,40.0,1.0
leste,"Vila Ema, São Paulo Zona Leste, São Paulo",1600,55.0,2.0
leste,"Chácara Santo Antônio (zona Leste), São Paulo Zona Leste, São Paulo",4000,113.0,3.0
leste,"Parque Colonial, São Paulo Zona Leste, São Paulo",40000,90.0,2.0
leste,"Rua Padre Mário Fontana, Parque Da Mooca, São Paulo Zona Leste, São Paulo",5000,105.0,3.0
leste,"Conjunto Habitacional Teotonio Vilela, São Paulo Zona Leste, São Paulo",1100,50.0,2.0
leste,"Parque Paineiras, São Paulo Zona Leste, São Paulo",1100,38.0,1.0
leste,"Rua Ulisses Cruz, Tatuapé, São Paulo Zona Leste, São Paulo",1200,28.0,1.0
leste,"Vila Prudente, São Paulo Zona Leste, São Paulo",2000,48.0,2.0
leste,"Rua Professor Hasegawa, Colônia (zona Leste), São Paulo Zona Leste, São Paulo",1100,50.0,2.0
leste,"Rua Capitão Pacheco E Chaves, Vila Prudente, São Paulo Zona Leste, São Paulo",1200,36.0,1.0
leste,"Colônia (zona Leste), São Paulo Zona Leste, São Paulo",1100,50.0,2.0
leste,"Vila Carmosina, São Paulo Zona Leste, São Paulo",950,35.0,1.0
leste,"Rua André Vidal, Tatuapé, São Paulo Zona Leste, São Paulo",2100,70.0,3.0
leste,"Rua Marechal Barbacena, Vila Regente Feijó, São Paulo Zona Leste, São Paulo",3200,55.0,1.0
leste,"Tatuapé, São Paulo Zona Leste, São Paulo",1800,58.0,2.0
leste,"Tatuapé, São Paulo Zona Leste, São Paulo",1600,50.0,1.0
leste,"Rua José Oiticica Filho, Itaquera, São Paulo Zona Leste, São Paulo",1500,38.0,2.0
leste,"Vila Carrão, São Paulo Zona Leste, São Paulo",1600,62.0,2.0
leste,"Moóca, São Paulo Zona Leste, São Paulo",3500,120.0,3.0
leste,"Rua Padre Benedito Maria Cardoso, Moóca, São Paulo Zona Leste, São Paulo",1500,50.0,2.0
leste,"Rua Fernando Dondon, Tatuapé, São Paulo Zona Leste, São Paulo",1600,24.0,1.0
leste,"Rua Rio Imburana, Itaquera, São Paulo Zona Leste, São Paulo",1000,56.0,2.0
leste,"Rua Apucarana, Tatuapé, São Paulo Zona Leste, São Paulo",2500,85.0,3.0
leste,"Vila Prudente, São Paulo Zona Leste, São Paulo",1980,76.0,3.0
leste,"Vila Prudente, São Paulo Zona Leste, São Paulo",2000,50.0,2.0
leste,"Moóca, São Paulo Zona Leste, São Paulo",1500,50.0,2.0
leste,"Moóca, São Paulo Zona Leste, São Paulo",2950,89.0,3.0
leste,"Chácara Cruzeiro Do Sul, São Paulo Zona Leste, São Paulo",1350,52.0,2.0
leste,"Moóca, São Paulo Zona Leste, São Paulo",4500,180.0,3.0
leste,"Rua Vilela, Tatuapé, São Paulo Zona Leste, São Paulo",1500,39.0,1.0
leste,"Rua Serra De Bragança, Vila Gomes Cardim, São Paulo Zona Leste, São Paulo",1450,40.0,1.0
leste,"Rua Manuel Leiroz, Vila Penteado, São Paulo Zona Leste, São Paulo",2300,72.0,3.0
leste,"Jardim Santa Terezinha (zona Leste), São Paulo Zona Leste, São Paulo",1400,55.0,3.0
leste,"Parque Da Mooca, São Paulo Zona Leste, São Paulo",3700,100.0,3.0
leste,"Parque Da Vila Prudente, São Paulo Zona Leste, São Paulo",2600,77.0,2.0
leste,"Parque Da Vila Prudente, São Paulo Zona Leste, São Paulo",1800,48.0,2.0
leste,"Moóca, São Paulo Zona Leste, São Paulo",1780,54.0,2.0
leste,"Vila Santa Isabel, São Paulo Zona Leste, São Paulo",1600,53.0,2.0
leste,"Rua Vilela, Tatuapé, São Paulo Zona Leste, São Paulo",3000,102.0,3.0
leste,"Rua Vilela, Tatuapé, São Paulo Zona Leste, São Paulo",1600,48.0,2.0
leste,"Rua Manuel Leiroz, Vila Penteado, São Paulo Zona Leste, São Paulo",2000,60.0,2.0
leste,"Rua Sete De Outubro, Chácara Califórnia, São Paulo Zona Leste, São Paulo",1800,70.0,2.0
leste,"Vila Formosa, São Paulo Zona Leste, São Paulo",2900,64.0,1.0
leste,"Rua Vilela, Tatuapé, São Paulo Zona Leste, São Paulo",1600,39.0,1.0
leste,"Rua Capitão Pacheco E Chaves, Vila Prudente, São Paulo Zona Leste, São Paulo",1300,36.0,1.0
leste,"Vila Gomes Cardim, São Paulo Zona Leste, São Paulo",3000,92.0,3.0
leste,"Parque Da Mooca, São Paulo Zona Leste, São Paulo",4900,105.0,3.0
leste,"Parque Da Mooca, São Paulo Zona Leste, São Paulo",5000,105.0,3.0
leste,"Moóca, São Paulo Zona Leste, São Paulo",5000,142.0,3.0
leste,"Parque Da Mooca, São Paulo Zona Leste, São Paulo",4500,167.0,3.0
leste,"Moóca, São Paulo Zona Leste, São Paulo",2300,70.0,2.0
leste,"Rua Eunice Weaver, Jardim Anália Franco, São Paulo Zona Leste, São Paulo",16000,200.0,4.0
leste,"Rua Filhas Do Sagrado Coração, Vila Formosa, São Paulo Zona Leste, São Paulo",2500,125.0,3.0
leste,"Cidade Líder, São Paulo Zona Leste, São Paulo",1300,60.0,2.0
leste,"Vila Gomes Cardim, São Paulo Zona Leste, São Paulo",1881,45.0,2.0
leste,"Alto Da Mooca, São Paulo Zona Leste, São Paulo",4000,77.0,3.0
leste,"Vila Carmosina, São Paulo Zona Leste, São Paulo",1200,45.0,2.0
leste,"Moóca, São Paulo Zona Leste, São Paulo",3500,92.0,3.0
leste,"Rua Eleonora Cintra, Jardim Anália Franco, São Paulo Zona Leste, São Paulo",20000,241.0,3.0
leste,"Rua Serra Do Japi, Vila Gomes Cardim, São Paulo Zona Leste, São Paulo",3200,72.0,3.0
leste,"Rua Serra Do Japi, Vila Gomes Cardim, São Paulo Zona Leste, São Paulo",3200,72.0,3.0
leste,"Vila Prudente, São Paulo Zona Leste, São Paulo",2799,65.0,2.0
leste,"Parque Da Mooca, São Paulo Zona Leste, São Paulo",5000,105.0,3.0
leste,"Moóca, São Paulo Zona Leste, São Paulo",2600,49.0,2.0
leste,"Vila Regente Feijó, São Paulo Zona Leste, São Paulo",2500,90.0,3.0
leste,"Rua Professor Pedreira De Freitas, Tatuapé, São Paulo Zona Leste, São Paulo",4500,186.0,3.0
leste,"Rua Itapura, Vila Gomes Cardim, São Paulo Zona Leste, São Paulo",5500,165.0,4.0
leste,"Avenida Paes De Barros, Parque Da Mooca, São Paulo Zona Leste, São Paulo",3500,70.0,2.0
leste,"Rua Eleonora Cintra, Jardim Anália Franco, São Paulo Zona Leste, São Paulo",15000,355.0,4.0
leste,"Avenida Presidente Juscelino Kubitschek, Alto Da Mooca, São Paulo Zona Leste, São Paulo",10200,82.0,1.0
leste,"Vila Ema, São Paulo Zona Leste, São Paulo",1800,49.0,2.0
leste,"Jardim Santa Terezinha (zona Leste), São Paulo Zona Leste, São Paulo",1495,49.0,2.0
leste,"Parque Tomas Saraiva, São Paulo Zona Leste, São Paulo",1400,60.0,2.0
leste,"Jardim Das Camélias, São Paulo Zona Leste, São Paulo",2000,45.0,1.0
leste,"Jardim Ângela (zona Leste), São Paulo Zona Leste, São Paulo",2500,64.0,3.0
leste,"Vila Carmosina, São Paulo Zona Leste, São Paulo",1500,47.0,2.0
leste,"Cidade Mãe Do Ceu, São Paulo Zona Leste, São Paulo",12000,233.0,3.0
leste,"Jardim Vila Formosa, São Paulo Zona Leste, São Paulo",1550,60.0,2.0
leste,"Moóca, São Paulo Zona Leste, São Paulo",2950,87.0,3.0
leste,"Rua Luiz Dos Santos Cabral, 55, Jardim Anália Franco, São Paulo Zona Leste, São Paulo",10500,176.0,3.0
leste,"Tatuapé, São Paulo Zona Leste, São Paulo",1350,85.0,3.0
leste,"Vila Gomes Cardim, São Paulo Zona Leste, São Paulo",2200,74.0,2.0
leste,"Vila Gomes Cardim, São Paulo Zona Leste, São Paulo",5500,89.0,3.0
leste,"Vila Gomes Cardim, São Paulo Zona Leste, São Paulo",3000,50.0,1.0
leste,"Rua Dona Tecla, Moóca, São Paulo Zona Leste, São Paulo",2300,77.0,3.0
leste,"Penha De Franca, São Paulo Zona Leste, São Paulo",1800,65.0,2.0
leste,"Vila Gomes Cardim, São Paulo Zona Leste, São Paulo",3000,50.0,1.0
leste,"Vila Carolina, São Paulo Zona Leste, São Paulo",2300,35.0,1.0
leste,"Praça Barão De Itaqui, Vila Gomes Cardim, São Paulo Zona Leste, São Paulo",2100,45.0,1.0
leste,"Praça Barão De Itaqui, Vila Gomes Cardim, São Paulo Zona Leste, São Paulo",2800,60.0,2.0
leste,"Sítio Da Figueira, São Paulo Zona Leste, São Paulo",2100,67.0,2.0
leste,"Quinta Da Paineira, São Paulo Zona Leste, São Paulo",1500,47.0,2.0
leste,"Jardim Ângela (zona Leste), São Paulo Zona Leste, São Paulo",1100,44.0,2.0
leste,"Cidade Líder, São Paulo Zona Leste, São Paulo",1200,60.0,2.0
leste,"Chácara Califórnia, São Paulo Zona Leste, São Paulo",2000,59.0,2.0
leste,"Chácara Califórnia, São Paulo Zona Leste, São Paulo",1850,50.0,2.0
leste,"Vila Carrão, São Paulo Zona Leste, São Paulo",2200,67.0,2.0
leste,"Rua Padre Mário Fontana, Parque Da Mooca, São Paulo Zona Leste, São Paulo",5500,105.0,3.0
leste,"Rua Darnilo Martins Pereira, Vila Oratório, São Paulo Zona Leste, São Paulo",820000,94.0,3.0
leste,"Rua Vilela, Tatuapé, São Paulo Zona Leste, São Paulo",1850,48.0,2.0
leste,"Rua Vilela, Tatuapé, São Paulo Zona Leste, São Paulo",2100,58.0,2.0
leste,"Jardim Castelo, São Paulo Zona Leste, São Paulo",1200,47.0,2.0
leste,"Rua Morubixaba, Cidade Líder, São Paulo Zona Leste, São Paulo",1500,50.0,3.0
leste,"Rua Bom Sucesso, Cidade Mãe Do Ceu, São Paulo Zona Leste, São Paulo",3700,74.0,2.0
leste,"Estrada Itaquera-guaianazes,
                2001, Jardim Helena, São Paulo Zona Leste, São Paulo",1350,44.0,2.0
leste,"Vila Gomes Cardim, São Paulo Zona Leste, São Paulo",2500,55.0,2.0
leste,"Rua Crubixas,
                281,, Vila Araguaia, São Paulo Zona Leste, São Paulo",1200,48.0,2.0
leste,"Rua Cirino De Abreu,
                263, Guaiaúna, São Paulo Zona Leste, São Paulo",2800,66.0,3.0
leste,"Rua Marechal Barbacena, Vila Regente Feijó, São Paulo Zona Leste, São Paulo",3900,52.0,1.0
leste,"Rua Bento Gonçalves, Vila Regente Feijó, São Paulo Zona Leste, São Paulo",10000,141.0,3.0
leste,"Rua Antônio Fernandes De Abreu, Vila Gomes Cardim, São Paulo Zona Leste, São Paulo",30000,283.0,3.0
leste,"Rua Vilela, Tatuapé, São Paulo Zona Leste, São Paulo",3000,62.0,2.0
leste,"Rua Vilela, Tatuapé, São Paulo Zona Leste, São Paulo",2800,88.0,3.0
leste,"Rua Padre Mário Fontana, Parque Da Mooca, São Paulo Zona Leste, São Paulo",5000,105.0,3.0
leste,"Rua Jaboticabal, Vila Bertioga, São Paulo Zona Leste, São Paulo",2650,80.0,3.0
leste,"Moóca, São Paulo Zona Leste, São Paulo",6500,492.0,4.0
leste,"Rua Bom Jesus, Vila Regente Feijó, São Paulo Zona Leste, São Paulo",6809,137.0,3.0
leste,"Rua Manuel Leiroz, Vila Penteado, São Paulo Zona Leste, São Paulo",2300,72.0,3.0
leste,"Vila Antonieta, São Paulo Zona Leste, São Paulo",1900,42.0,2.0
leste,"Rua Padre Mário Fontana, Parque Da Mooca, São Paulo Zona Leste, São Paulo",5000,105.0,3.0
leste,"Rua Padre Mário Fontana, Parque Da Mooca, São Paulo Zona Leste, São Paulo",4800,105.0,3.0
leste,"Chácara Santo Antônio (zona Leste), São Paulo Zona Leste, São Paulo",2600,79.0,2.0
leste,"Vila Regente Feijó, São Paulo Zona Leste, São Paulo",3000,110.0,3.0
leste,"Jardim Avelino, São Paulo Zona Leste, São Paulo",4300,130.0,3.0
leste,"Chácara Santo Antônio (zona Leste), São Paulo Zona Leste, São Paulo",3100,117.0,3.0
leste,"Jardim Avelino, São Paulo Zona Leste, São Paulo",5500,129.0,4.0
leste,"Parque Da Mooca, São Paulo Zona Leste, São Paulo",7500,340.0,4.0
leste,"Vila Gomes Cardim, São Paulo Zona Leste, São Paulo",7000,165.0,4.0
leste,"Vila Prudente, São Paulo Zona Leste, São Paulo",3580,78.0,3.0
leste,"Vila Gomes Cardim, São Paulo Zona Leste, São Paulo",4500,92.0,3.0
oeste,"Vila Leopoldina, São Paulo Zona Oeste, São Paulo",4800,78.0,2.0
oeste,"Rua Torres Da Barra, 99, Água Branca, São Paulo Zona Oeste, São Paulo",2600,58.0,2.0
oeste,"Pinheiros, São Paulo Zona Oeste, São Paulo",5444,34.0,1.0
oeste,"Rua Bernardo Dos Santos, Jardim Olympia, São Paulo Zona Oeste, São Paulo",2700,105.0,3.0
oeste,"Rua Jairo De Almeida Machado,,
                60, Jaraguá, São Paulo Zona Oeste, São Paulo",1300,43.0,2.0
oeste,"Vila Morse, São Paulo Zona Oeste, São Paulo",1200,30.0,1.0
oeste,"Vila Pompéia, São Paulo Zona Oeste, São Paulo",2750,87.0,2.0
oeste,"Rua Oliveira Alves, 066, Jardim Irapiranga, São Paulo Zona Oeste, São Paulo",3000,110.0,3.0
oeste,"Higienópolis, São Paulo Zona Oeste, São Paulo",4500,130.0,3.0
oeste,"Alto De Pinheiros, São Paulo Zona Oeste, São Paulo",5500,128.0,3.0
oeste,"Água Branca, São Paulo Zona Oeste, São Paulo",8500,163.0,3.0
oeste,"Rua Jaguaré, 340, Jaguaré, São Paulo Zona Oeste, São Paulo",1400,60.0,2.0
oeste,"Jaguaré, São Paulo Zona Oeste, São Paulo",1700,59.0,3.0
oeste,"Jaguaré, São Paulo Zona Oeste, São Paulo",1950,52.0,2.0
oeste,"Cidade São Francisco, São Paulo Zona Oeste, São Paulo",6200,181.0,3.0
oeste,"Rua Lino Coutinho, 1102, Jardim Irapiranga, São Paulo Zona Oeste, São Paulo",1656,74.0,2.0
oeste,"Jaguaré, São Paulo Zona Oeste, São Paulo",1300,49.0,1.0
oeste,"R Santo Antônio De Pádua, Piqueri, São Paulo Zona Oeste, São Paulo",1900,55.0,2.0
oeste,"Pirituba, São Paulo Zona Oeste, São Paulo",1210,60.0,1.0
oeste,"Pinheiros, São Paulo Zona Oeste, São Paulo",2900,56.0,2.0
oeste,"R Ascencional, Jardim Ampliação, São Paulo Zona Oeste, São Paulo",1790,64.0,2.0
oeste,"Jardim Ampliação, São Paulo Zona Oeste, São Paulo",1700,70.0,2.0
oeste,"Rua Falkenberg,, Jardim Comercial, São Paulo Zona Oeste, São Paulo",1100,250.0,2.0
oeste,"Av. Dr. José Maniero, 135 - Estância Jaraguá, São Paulo - Sp, Brasil, Jaraguá, São Paulo Zona Oeste, São Paulo",1500,45.0,2.0
oeste,"Av. Otácilio Tomanik 350, Butantã, São Paulo Zona Oeste, São Paulo",3450,65.0,2.0
oeste,"Rua Valson Lopes 70, Butantã, São Paulo Zona Oeste, São Paulo",3050,70.0,3.0
oeste,"Av. Marechal Fiuza De Castro 0, Jardim Pinheiros, São Paulo Zona Oeste, São Paulo",3170,70.0,2.0
oeste,"R. Oscar Freire, Pinheiros, São Paulo Zona Oeste, São Paulo",4500,168.0,3.0
oeste,"Parque Continental, São Paulo Zona Oeste, São Paulo",1300,62.0,3.0
oeste,"Rua Floresto Bandecchi, Jaguaré, São Paulo Zona Oeste, São Paulo",1250,48.0,2.0
oeste,"Rua Padre Caresia, Jaguaré, São Paulo Zona Oeste, São Paulo",1600,60.0,2.0
oeste,"Rua Caetanópolis, Jaguaré, São Paulo Zona Oeste, São Paulo",2000,49.0,2.0
oeste,"Avenida Jaguaré, Jaguaré, São Paulo Zona Oeste, São Paulo",1700,78.0,3.0
oeste,"Rua Padre Caresia, Jaguaré, São Paulo Zona Oeste, São Paulo",1600,60.0,2.0
oeste,"Rua Padre Caresia, Jaguaré, São Paulo Zona Oeste, São Paulo",1600,60.0,2.0
oeste,"Avenida Corifeu De Azevedo Marques, Vila Lageado, São Paulo Zona Oeste, São Paulo",1500,60.0,2.0
oeste,"Av. Avenida Caxingui, 231, Vila Pirajussara, São Paulo Zona Oeste, São Paulo",5400,156.0,4.0
oeste,"R Arruda Alvim, 94, Pinheiros, São Paulo Zona Oeste, São Paulo",3500,50.0,1.0
oeste,"R Arruda Alvim, 94, Pinheiros, São Paulo Zona Oeste, São Paulo",3500,50.0,1.0
oeste,"Rua Cardeal Arcoverde, 1183, Pinheiros, São Paulo Zona Oeste, São Paulo",2500,52.0,2.0
oeste,"R Conego Eugenio Leite, 524, Pinheiros, São Paulo Zona Oeste, São Paulo",3600,97.0,2.0
oeste,"Praça General Porto Carreiro, Jaguaré, São Paulo Zona Oeste, São Paulo",2400,75.0,3.0
oeste,"Avenida Jaguaré, Jaguaré, São Paulo Zona Oeste, São Paulo",1700,55.0,2.0
oeste,"Natingui 930, Pinheiros, São Paulo Zona Oeste, São Paulo",2700,36.0,1.0
oeste,"Jaguaré, São Paulo Zona Oeste, São Paulo",1300,74.0,3.0
oeste,"Jaguaré, São Paulo Zona Oeste, São Paulo",3300,82.0,2.0
oeste,"Parque Continental, São Paulo Zona Oeste, São Paulo",2000,65.0,3.0
oeste,"Vila São Francisco, São Paulo Zona Oeste, São Paulo",3000,76.0,3.0
oeste,"Jaguaré, São Paulo Zona Oeste, São Paulo",2300,63.0,3.0
oeste,"Jardim Olympia, São Paulo Zona Oeste, São Paulo",3000,104.0,2.0
oeste,"Jaguaré, São Paulo Zona Oeste, São Paulo",1700,78.0,3.0
oeste,"Jaguaré, São Paulo Zona Oeste, São Paulo",2600,84.0,3.0
oeste,"Parque Continental, São Paulo Zona Oeste, São Paulo",1650,65.0,3.0
oeste,"Jaguaré, São Paulo Zona Oeste, São Paulo",2450,80.0,2.0
oeste,"Jaguaré, São Paulo Zona Oeste, São Paulo",1409,40.0,1.0
oeste,"Parque Continental, São Paulo Zona Oeste, São Paulo",1650,65.0,3.0
oeste,"Vila Pirajussara, São Paulo Zona Oeste, São Paulo",3500,78.0,2.0
oeste,"Jardim Taboão, São Paulo Zona Oeste, São Paulo",4000,105.0,3.0
oeste,"Rua Tucuna, 999, Perdizes, São Paulo Zona Oeste, São Paulo",1900,60.0,2.0
oeste,"Rua Bica De Pedra, 0000, Vila Anglo Brasileira, São Paulo Zona Oeste, São Paulo",800,20.0,1.0
oeste,"Rua Ministro Godói, 603, Perdizes, São Paulo Zona Oeste, São Paulo",2100,40.0,1.0
oeste,"Rua Barão Do Bananal, 0000, Vila Pompéia, São Paulo Zona Oeste, São Paulo",2200,49.0,2.0
oeste,"Rua Cardeal Arcoverde, 1111, Pinheiros, São Paulo Zona Oeste, São Paulo",3000,49.0,2.0
oeste,"R Melo Palheta, Água Branca, São Paulo Zona Oeste, São Paulo",2000,57.0,2.0
oeste,"Rua Emílio Goeldi, 0000, Lapa De Baixo, São Paulo Zona Oeste, São Paulo",2000,60.0,1.0
oeste,"Rua Raul Pompéia, 1007, Conjunto Residencial Morada Do Sol, São Paulo Zona Oeste, São Paulo",1700,45.0,1.0
oeste,"Rua Armando Brussolo, 000, Vila Romana, São Paulo Zona Oeste, São Paulo",2200,94.0,1.0
oeste,"Rua Barão Do Bananal, 0000, Vila Pompéia, São Paulo Zona Oeste, São Paulo",1900,45.0,1.0
oeste,"Rua Raul Pompéia, 1.007, Vila Pompéia, São Paulo Zona Oeste, São Paulo",1700,55.0,1.0
oeste,"Rua Wanderley, 1637, Perdizes, São Paulo Zona Oeste, São Paulo",1750,49.0,1.0
oeste,"Rua Alves Guimarães, 400, Pinheiros, São Paulo Zona Oeste, São Paulo",3300,42.0,1.0
oeste,"Rua Armando Brussolo, 0000, Vila Romana, São Paulo Zona Oeste, São Paulo",1600,50.0,1.0
oeste,"Rua Professor Celso Quirino Dos Santos, 250, Cidade São Francisco, São Paulo Zona Oeste, São Paulo",1350,55.0,3.0
oeste,"Alto De Pinheiros, São Paulo Zona Oeste, São Paulo",2000,66.0,3.0
oeste,"Jaguaré, São Paulo Zona Oeste, São Paulo",1250,40.0,1.0
oeste,"Rua Dos Pinheiros, Pinheiros, São Paulo Zona Oeste, São Paulo",2500,100.0,3.0
oeste,"Rua Piracuama, Perdizes, São Paulo Zona Oeste, São Paulo",2800,83.0,3.0
oeste,"Rua Fradique Coutinho, Pinheiros, São Paulo Zona Oeste, São Paulo",4700,130.0,3.0
oeste,"Avenida Higienópolis, Higienópolis, São Paulo Zona Oeste, São Paulo",4500,135.0,3.0
oeste,"Rua Fradique Coutinho, Pinheiros, São Paulo Zona Oeste, São Paulo",3800,100.0,3.0
oeste,"Rua Alves Guimaraes, Pinheiros, São Paulo Zona Oeste, São Paulo",2800,38.0,1.0
oeste,"Rua Monte Alegre, Perdizes, São Paulo Zona Oeste, São Paulo",2700,62.0,2.0
oeste,"Rolinópolis, São Paulo Zona Oeste, São Paulo",2150,52.0,2.0
oeste,"Rua Manuel Guedes, Jardim Europa, São Paulo Zona Oeste, São Paulo",3400,45.0,1.0
oeste,"Rua Califórnia, Cidade Moncoes, São Paulo Zona Oeste, São Paulo",5600,216.0,3.0
oeste,"Rua Hungara, Vila Ipojuca, São Paulo Zona Oeste, São Paulo",2200,55.0,2.0
oeste,"Rua Tonelero, Vila Ipojuca, São Paulo Zona Oeste, São Paulo",2400,70.0,2.0
oeste,"Rua Tonelero, Vila Ipojuca, São Paulo Zona Oeste, São Paulo",2500,70.0,2.0
oeste,"Rolinópolis, São Paulo Zona Oeste, São Paulo",1900,37.0,1.0
oeste,"Vila Cordeiro, São Paulo Zona Oeste, São Paulo",6700,102.0,2.0
oeste,"Rolinópolis, São Paulo Zona Oeste, São Paulo",2400,52.0,2.0
oeste,"Rolinópolis, São Paulo Zona Oeste, São Paulo",3500,58.0,2.0
oeste,"Rua Flórida, Cidade Moncoes, São Paulo Zona Oeste, São Paulo",3900,93.0,3.0
oeste,"Rua Tucumã, Jardim Europa, São Paulo Zona Oeste, São Paulo",13020,250.0,4.0
oeste,"Rua Professor Artur Ramos, Jardim Paulistano, São Paulo Zona Oeste, São Paulo",5800,177.0,3.0
oeste,"Água Branca, São Paulo Zona Oeste, São Paulo",8200,168.0,3.0
oeste,"Avenida Reboucas, Pinheiros, São Paulo Zona Oeste, São Paulo",5700,41.0,1.0
oeste,"Cidade Moncoes, São Paulo Zona Oeste, São Paulo",4000,80.0,3.0
oeste,"Rua Pablo Picasso, Água Branca, São Paulo Zona Oeste, São Paulo",22000,282.0,4.0
oeste,"Cidade Moncoes, São Paulo Zona Oeste, São Paulo",4300,80.0,3.0
oeste,"Rua Manuel Guedes, Jardim Europa, São Paulo Zona Oeste, São Paulo",6300,120.0,3.0
oeste,"Rua Minerva, Perdizes, São Paulo Zona Oeste, São Paulo",2500,70.0,2.0
oeste,"Rua Tucumã, Jardim Europa, São Paulo Zona Oeste, São Paulo",14800,250.0,4.0
oeste,"Rua Barao Do Bananal, Vila Pompéia, São Paulo Zona Oeste, São Paulo",2200,36.0,1.0
oeste,"Rua Professor Artur Ramos, Jardim Paulistano, São Paulo Zona Oeste, São Paulo",6200,177.0,3.0
oeste,"Rua Oscar Freire, Pinheiros, São Paulo Zona Oeste, São Paulo",5600,152.0,3.0
oeste,"Rua Padre Caresia, Jaguaré, São Paulo Zona Oeste, São Paulo",1600,60.0,2.0
