zonas,areas_quartos,enderecos,precos
leste,60 m² construídos2 quartos,"Vila Prudente, São Paulo Zona Leste, São Paulo",2.350
leste,50 m² construídos2 quartos,"Rua Maria Angélica Soares Gomes, Jardim Matarazzo, São Paulo Zona Leste, São Paulo",1.450
leste,72 m² construídos3 quartos,"Vila Prudente, São Paulo Zona Leste, São Paulo",1.400
leste,92 m² construídos3 quartos,"Vila Gomes Cardim, São Paulo Zona Leste, São Paulo",4.500
leste,28 m² construídos1 quarto,"Vila Prudente, São Paulo Zona Leste, São Paulo",1.100
leste,65 m² construídos2 quartos,"Vila Divina Pastora, São Paulo Zona Leste, São Paulo",1.350
leste,59 m² construídos2 quartos,"Chácara Califórnia, São Paulo Zona Leste, São Paulo",2.000
leste,50 m² construídos2 quartos,"Jardim Silva Teles, São Paulo Zona Leste, São Paulo",1.100
leste,100 m² construídos2 quartos,"Moóca, São Paulo Zona Leste, São Paulo",1.700
leste,43 m² construídos2 quartos,"Rua Tomoichi Shimizu, Colônia (zona Leste), São Paulo Zona Leste, São Paulo",1.053
leste,55 m² construídos2 quartos,"Penha De Franca, São Paulo Zona Leste, São Paulo",1.250
leste,50 m² construídos2 quartos,"Jardim Silva Teles, São Paulo Zona Leste, São Paulo",1.100
leste,44 m² construídos2 quartos,"Rua Sapupira, Jardim Pedro José Nunes, São Paulo Zona Leste, São Paulo",1.000
leste,40 m² construídos1 quarto,"Rua Janguruçu, Parque Da Mooca, São Paulo Zona Leste, São Paulo",1.900
leste,45 m² construídos2 quartos,"Chácara Mafalda, São Paulo Zona Leste, São Paulo",1.300
leste,40 m² construídos2 quartos,"Chácara Santo Antônio (zona Leste), São Paulo Zona Leste, São Paulo",1.400
leste,75 m² construídos1 quarto,"Vila Divina Pastora, São Paulo Zona Leste, São Paulo",1.250
leste,40 m² construídos2 quartos,"Rua Tsutomu Henni, Vila Jacuí, São Paulo Zona Leste, São Paulo",1.600
leste,68 m² construídos2 quartos,"Vila Formosa, São Paulo Zona Leste, São Paulo",1.700
leste,56 m² construídos2 quartos,"Rua Ministro Salgado Filho, Vila Libanesa, São Paulo Zona Leste, São Paulo",2.600
leste,60 m² construídos2 quartos,"Rua Marechal Barbacena,
                1011, Vila Regente Feijó, São Paulo Zona Leste, São Paulo",1.500
leste,60 m² construídos2 quartos,"Rua Manuel Leiroz, Vila Penteado, São Paulo Zona Leste, São Paulo",1.900
leste,56 m² construídos2 quartos,"Quinta Da Paineira, São Paulo Zona Leste, São Paulo",2.100
leste,40 m² construídos2 quartos,"Rua Juá Mirim, Jardim Pedra Branca, São Paulo Zona Leste, São Paulo",950
leste,50 m² construídos2 quartos,"Moóca, São Paulo Zona Leste, São Paulo",1.600
leste,48 m² construídos2 quartos,"Rua Intendência, 344 - Belenzinho, São Paulo - Sp, Brasil, Belenzinho, São Paulo Zona Leste, São Paulo",1.950
leste,55 m² construídos3 quartos,"Rua Nolina, 52 - Vila Cosmopolita, São Paulo - Sp, Brasil, Vila Cosmopolita, São Paulo Zona Leste, São Paulo",1.250
leste,32 m² construídos2 quartos,"Vila Santa Teresa (zona Leste), São Paulo Zona Leste, São Paulo",1.000
leste,58 m² construídos2 quartos,"Rua Angá - Vila Formosa, São Paulo - Sp, Brasil, Vila Formosa, São Paulo Zona Leste, São Paulo",2.000
leste,97 m² construídos3 quartos,"Rua Icaraí 222, Tatuapé, São Paulo Zona Leste, São Paulo",2.600
leste,70 m² construídos2 quartos,"Rua Dona Maria De Camargo, Itaquera, São Paulo Zona Leste, São Paulo",1.100
leste,65 m² construídos3 quartos,"Jardim Santa Terezinha (zona Leste), São Paulo Zona Leste, São Paulo",1.600
leste,54 m² construídos2 quartos,"R Francisco Marengo, Tatuapé, São Paulo Zona Leste, São Paulo",1.700
leste,50 m² construídos2 quartos,"Cidade Líder, São Paulo Zona Leste, São Paulo",1.550
leste,93 m² construídos3 quartos,"Vila Carrão, São Paulo Zona Leste, São Paulo",2.200
leste,233 m² construídos3 quartos,"Rua Coelho Lisboa - Cidade Mãe Do Céu, São Paulo - Sp, Brasil, Tatuapé, São Paulo Zona Leste, São Paulo",12.000
leste,56 m² totais2 quartos,"Domingos Rubino, Conjunto Residencial José Bonifácio, São Paulo Zona Leste, São Paulo",975
leste,77 m² construídos2 quartos,"Chácara Seis De Outubro, São Paulo Zona Leste, São Paulo",3.300
leste,75 m² construídos3 quartos,"Vila Regente Feijó, São Paulo Zona Leste, São Paulo",2.400
leste,30 m² construídos1 quarto,"Parque Císper, São Paulo Zona Leste, São Paulo",550
leste,45 m² construídos2 quartos,"Vila Gomes Cardim, São Paulo Zona Leste, São Paulo",1.881
leste,48 m² totais2 quartos,"Bartolomeu Ferrari, Conjunto Residencial José Bonifácio, São Paulo Zona Leste, São Paulo",955
leste,80 m² construídos3 quartos,"Chácara Santo Antônio (zona Leste), São Paulo Zona Leste, São Paulo",2.100
leste,53 m² construídos1 quarto,"Rua Belém - Belenzinho, São Paulo - Sp, Brasil, Belenzinho, São Paulo Zona Leste, São Paulo",1.000
leste,48 m² construídos2 quartos,"Rua Bernardino Prudenti, Conjunto Residencial José Bonifácio, São Paulo Zona Leste, São Paulo",1.105
leste,45 m² construídos1 quarto,"Vila Princesa Isabel, São Paulo Zona Leste, São Paulo",1.300
leste,44 m² construídos2 quartos,"Vila Nhocune, São Paulo Zona Leste, São Paulo",1.300
leste,60 m² construídos2 quartos,"Moóca, São Paulo Zona Leste, São Paulo",2.200
leste,40 m² construídos2 quartos,"Rua Picinguaba - Vila Santa Isabel, São Paulo - Sp, Brasil, Vila Carrão, São Paulo Zona Leste, São Paulo",1.300
leste,72 m² construídos3 quartos,"R Torquato Tasso, Vila Prudente, São Paulo Zona Leste, São Paulo",1.800
leste,190 m² construídos3 quartos,"Rua Sete De Outubro, 260 - Chácara Califórnia, São Paulo - Sp, Brasil, Chácara Califórnia, São Paulo Zona Leste, São Paulo",11.900
leste,150 m² construídos2 quartos,"R Santo Afonso, Penha De Franca, São Paulo Zona Leste, São Paulo",4.500
leste,37 m² construídos1 quarto,"Chácara Califórnia, São Paulo Zona Leste, São Paulo",1.380
leste,42 m² construídos2 quartos,"Rua Baía De Japerica, 107 - Jardim Etelvina, São Paulo - Sp, Brasil, Jardim Etelvina, São Paulo Zona Leste, São Paulo",785
leste,48 m² totais2 quartos,"Inácio  Jacometti, Conjunto Residencial José Bonifácio, São Paulo Zona Leste, São Paulo",970
leste,56 m² construídos2 quartos,"Cristovao Salamanca, Conjunto Residencial José Bonifácio, São Paulo Zona Leste, São Paulo",1.105
leste,42 m² construídos2 quartos,"Parque Boturussu, São Paulo Zona Leste, São Paulo",1.500
leste,69 m² construídos3 quartos,"Rua Pedro Malaquias, Vila Carrão, São Paulo Zona Leste, São Paulo",1.700
leste,42 m² construídos2 quartos,"Rua Tomoichi Shimizu, Colônia (zona Leste), São Paulo Zona Leste, São Paulo",800
leste,30 m² construídos2 quartos,"Avenida Álvaro Ramos, Quarta Parada, São Paulo Zona Leste, São Paulo",1.300
leste,58 m² construídos2 quartos,"Rua Mercedes Lopes, 520 - Vila Santana, São Paulo - Sp, Brasil, Vila Santana, São Paulo Zona Leste, São Paulo",2.000
leste,50 m² construídos2 quartos,"Avenida Conselheiro Carrão, 830 - Chácara Califórnia, São Paulo - Sp, Brasil, Chácara Califórnia, São Paulo Zona Leste, São Paulo",1.100
leste,75 m² construídos2 quartos,"Rua Catrimani, 250 - Cidade Patriarca, São Paulo - Sp, Brasil, Cidade Patriarca, São Paulo Zona Leste, São Paulo",1.650
leste,68 m² totais2 quartos,"Sítio Da Figueira, São Paulo Zona Leste, São Paulo",2.350
leste,50 m² construídos2 quartos,"Avenida Mendonça Drumond, Jardim Maringá, São Paulo Zona Leste, São Paulo",1.500
leste,47 m² construídos2 quartos,"Rua Da Economia, Vila Nova Savoia, São Paulo Zona Leste, São Paulo",1.800
leste,50 m² construídos2 quartos,"Rua João Marchiori, Cidade Patriarca, São Paulo Zona Leste, São Paulo",2.200
leste,46 m² construídos1 quarto,"Rua Marechal Barbacena - Vila Regente Feijó, São Paulo - Sp, Brasil, Anália Franco, São Paulo Zona Leste, São Paulo",1.400
leste,50 m² construídos2 quartos,"Vila Dalila, São Paulo Zona Leste, São Paulo",1.100
leste,38 m² construídos2 quartos,"Rua Professor José Vieira De Morais - Vila Ré, São Paulo - Sp, Brasil, Vila Ré, São Paulo Zona Leste, São Paulo",1.872
leste,38 m² totais2 quartos,"Vila Dalila, São Paulo Zona Leste, São Paulo",1.200
leste,38 m² construídos1 quarto,"Rua Professor José Vieira De Morais - Vila Ré, São Paulo - Sp, Brasil, Vila Ré, São Paulo Zona Leste, São Paulo",1.722
leste,40 m² construídos1 quarto,"Rua Guarapuava, 290 - Mooca, São Paulo - Sp, Brasil, Moóca, São Paulo Zona Leste, São Paulo",2.300
leste,62 m² construídos2 quartos,"Penha De Franca, São Paulo Zona Leste, São Paulo",1.550
leste,86 m² construídos3 quartos,"Chácara Santo Antônio (zona Leste), São Paulo Zona Leste, São Paulo",2.300
leste,57 m² construídos2 quartos,"Vila Moreira, São Paulo Zona Leste, São Paulo",2.100
leste,80 m² construídos2 quartos,"Chácara Califórnia, São Paulo Zona Leste, São Paulo",1.800
leste,51 m² construídos2 quartos,"Rua Guido Bonici, Jardim Belém, São Paulo Zona Leste, São Paulo",1.600
leste,40 m² construídos2 quartos,"Cidade Líder, São Paulo Zona Leste, São Paulo",1.090
leste,69 m² construídos3 quartos,"Moóca, São Paulo Zona Leste, São Paulo",1.900
leste,55 m² construídos2 quartos,"Cangaíba, São Paulo Zona Leste, São Paulo",1.400
leste,65 m² construídos2 quartos,"Rua Henrique Casela, Jardim América Da Penha, São Paulo Zona Leste, São Paulo",2.620
leste,24 m² construídos1 quarto,"Cidade Satélite Santa Bárbara, São Paulo Zona Leste, São Paulo",1.000
leste,60 m² construídos2 quartos,"Rua Ulisses Cruz - Tatuapé, São Paulo - Sp, Brasil, Tatuapé, São Paulo Zona Leste, São Paulo",1.600
leste,29 m² construídos1 quarto,"Bispo Eugenio Damazemod 388, Vila Alpina, São Paulo Zona Leste, São Paulo",1.100
leste,50 m² construídos2 quartos,"Rua Bispo Eugenio Damazemod 388, Vila Alpina, São Paulo Zona Leste, São Paulo",1.400
leste,45 m² construídos2 quartos,"Avenida Francisco Falconi - Jardim Avelino, São Paulo - Sp, Brasil, Jardim Avelino, São Paulo Zona Leste, São Paulo",1.200
leste,45 m² construídos2 quartos,"Francisco Falconi 0, Jardim Avelino, São Paulo Zona Leste, São Paulo",1.200
leste,105 m² construídos3 quartos,"Rua Padre Mário Fontana, Parque Da Mooca, São Paulo Zona Leste, São Paulo",5.000
leste,91 m² construídos3 quartos,"Vila Gomes Cardim, São Paulo Zona Leste, São Paulo",4.500
leste,51 m² construídos1 quarto,"Rua Zacarias De Gois, Parque Colonial, São Paulo Zona Leste, São Paulo",4.000
leste,60 m² construídos2 quartos,"Rua Manuel Leiroz, Vila Penteado, São Paulo Zona Leste, São Paulo",1.800
leste,276 m² construídos3 quartos,"Jardim Avelino, São Paulo Zona Leste, São Paulo",4.700
leste,92 m² construídos3 quartos,"Vila Gomes Cardim, São Paulo Zona Leste, São Paulo",4.500
leste,51 m² construídos1 quarto,"Jardim São Cristóvão, São Paulo Zona Leste, São Paulo",2.400
leste,106 m² construídos3 quartos,"Moóca, São Paulo Zona Leste, São Paulo",4.100
leste,40 m² construídos1 quarto,"Rua Coronel Carlos Oliva, Tatuapé, São Paulo Zona Leste, São Paulo",1.600
leste,55 m² construídos2 quartos,"Vila Ema, São Paulo Zona Leste, São Paulo",1.600
leste,113 m² construídos3 quartos,"Chácara Santo Antônio (zona Leste), São Paulo Zona Leste, São Paulo",4.000
leste,90 m² construídos2 quartos,"Parque Colonial, São Paulo Zona Leste, São Paulo",40.000
leste,105 m² construídos3 quartos,"Rua Padre Mário Fontana, Parque Da Mooca, São Paulo Zona Leste, São Paulo",5.000
leste,50 m² construídos2 quartos,"Conjunto Habitacional Teotonio Vilela, São Paulo Zona Leste, São Paulo",1.100
leste,38 m² construídos1 quarto,"Parque Paineiras, São Paulo Zona Leste, São Paulo",1.100
leste,28 m² construídos1 quarto,"Rua Ulisses Cruz, Tatuapé, São Paulo Zona Leste, São Paulo",1.200
leste,48 m² construídos2 quartos,"Vila Prudente, São Paulo Zona Leste, São Paulo",2.000
leste,50 m² construídos2 quartos,"Rua Professor Hasegawa, Colônia (zona Leste), São Paulo Zona Leste, São Paulo",1.100
leste,36 m² construídos1 quarto,"Rua Capitão Pacheco E Chaves, Vila Prudente, São Paulo Zona Leste, São Paulo",1.200
leste,50 m² construídos2 quartos,"Colônia (zona Leste), São Paulo Zona Leste, São Paulo",1.100
leste,35 m² construídos1 quarto,"Vila Carmosina, São Paulo Zona Leste, São Paulo",950
leste,70 m² construídos3 quartos,"Rua André Vidal, Tatuapé, São Paulo Zona Leste, São Paulo",2.100
leste,55 m² construídos1 quarto,"Rua Marechal Barbacena, Vila Regente Feijó, São Paulo Zona Leste, São Paulo",3.200
leste,58 m² construídos2 quartos,"Tatuapé, São Paulo Zona Leste, São Paulo",1.800
leste,50 m² construídos1 quarto,"Tatuapé, São Paulo Zona Leste, São Paulo",1.600
leste,38 m² construídos2 quartos,"Rua José Oiticica Filho, Itaquera, São Paulo Zona Leste, São Paulo",1.500
leste,62 m² construídos2 quartos,"Vila Carrão, São Paulo Zona Leste, São Paulo",1.600
leste,120 m² construídos3 quartos,"Moóca, São Paulo Zona Leste, São Paulo",3.500
leste,50 m² construídos2 quartos,"Rua Padre Benedito Maria Cardoso, Moóca, São Paulo Zona Leste, São Paulo",1.500
leste,24 m² construídos1 quarto,"Rua Fernando Dondon, Tatuapé, São Paulo Zona Leste, São Paulo",1.600
leste,56 m² construídos2 quartos,"Rua Rio Imburana, Itaquera, São Paulo Zona Leste, São Paulo",1.000
leste,85 m² construídos3 quartos,"Rua Apucarana, Tatuapé, São Paulo Zona Leste, São Paulo",2.500
leste,76 m² construídos3 quartos,"Vila Prudente, São Paulo Zona Leste, São Paulo",1.980
leste,50 m² construídos2 quartos,"Vila Prudente, São Paulo Zona Leste, São Paulo",2.000
leste,50 m² construídos2 quartos,"Moóca, São Paulo Zona Leste, São Paulo",1.500
leste,89 m² construídos3 quartos,"Moóca, São Paulo Zona Leste, São Paulo",2.950
leste,52 m² construídos2 quartos,"Chácara Cruzeiro Do Sul, São Paulo Zona Leste, São Paulo",1.350
leste,180 m² construídos3 quartos,"Moóca, São Paulo Zona Leste, São Paulo",4.500
leste,39 m² construídos1 quarto,"Rua Vilela, Tatuapé, São Paulo Zona Leste, São Paulo",1.500
leste,40 m² construídos1 quarto,"Rua Serra De Bragança, Vila Gomes Cardim, São Paulo Zona Leste, São Paulo",1.450
leste,72 m² construídos3 quartos,"Rua Manuel Leiroz, Vila Penteado, São Paulo Zona Leste, São Paulo",2.300
leste,55 m² construídos3 quartos,"Jardim Santa Terezinha (zona Leste), São Paulo Zona Leste, São Paulo",1.400
leste,100 m² construídos3 quartos,"Parque Da Mooca, São Paulo Zona Leste, São Paulo",3.700
leste,77 m² construídos2 quartos,"Parque Da Vila Prudente, São Paulo Zona Leste, São Paulo",2.600
leste,48 m² construídos2 quartos,"Parque Da Vila Prudente, São Paulo Zona Leste, São Paulo",1.800
leste,54 m² construídos2 quartos,"Moóca, São Paulo Zona Leste, São Paulo",1.780
leste,53 m² construídos2 quartos,"Vila Santa Isabel, São Paulo Zona Leste, São Paulo",1.600
leste,102 m² construídos3 quartos,"Rua Vilela, Tatuapé, São Paulo Zona Leste, São Paulo",3.000
leste,48 m² construídos2 quartos,"Rua Vilela, Tatuapé, São Paulo Zona Leste, São Paulo",1.600
leste,60 m² construídos2 quartos,"Rua Manuel Leiroz, Vila Penteado, São Paulo Zona Leste, São Paulo",2.000
leste,70 m² construídos2 quartos,"Rua Sete De Outubro, Chácara Califórnia, São Paulo Zona Leste, São Paulo",1.800
leste,64 m² construídos1 quarto,"Vila Formosa, São Paulo Zona Leste, São Paulo",2.900
leste,39 m² construídos1 quarto,"Rua Vilela, Tatuapé, São Paulo Zona Leste, São Paulo",1.600
leste,36 m² construídos1 quarto,"Rua Capitão Pacheco E Chaves, Vila Prudente, São Paulo Zona Leste, São Paulo",1.300
leste,92 m² construídos3 quartos,"Vila Gomes Cardim, São Paulo Zona Leste, São Paulo",3.000
leste,105 m² construídos3 quartos,"Parque Da Mooca, São Paulo Zona Leste, São Paulo",4.900
leste,105 m² construídos3 quartos,"Parque Da Mooca, São Paulo Zona Leste, São Paulo",5.000
leste,142 m² construídos3 quartos,"Moóca, São Paulo Zona Leste, São Paulo",5.000
leste,167 m² construídos3 quartos,"Parque Da Mooca, São Paulo Zona Leste, São Paulo",4.500
leste,70 m² construídos2 quartos,"Moóca, São Paulo Zona Leste, São Paulo",2.300
leste,200 m² construídos4 quartos,"Rua Eunice Weaver, Jardim Anália Franco, São Paulo Zona Leste, São Paulo",16.000
leste,125 m² construídos3 quartos,"Rua Filhas Do Sagrado Coração, Vila Formosa, São Paulo Zona Leste, São Paulo",2.500
leste,60 m² construídos2 quartos,"Cidade Líder, São Paulo Zona Leste, São Paulo",1.300
leste,45 m² construídos2 quartos,"Vila Gomes Cardim, São Paulo Zona Leste, São Paulo",1.881
leste,77 m² construídos3 quartos,"Alto Da Mooca, São Paulo Zona Leste, São Paulo",4.000
leste,45 m² construídos2 quartos,"Vila Carmosina, São Paulo Zona Leste, São Paulo",1.200
leste,92 m² construídos3 quartos,"Moóca, São Paulo Zona Leste, São Paulo",3.500
leste,241 m² construídos3 quartos,"Rua Eleonora Cintra, Jardim Anália Franco, São Paulo Zona Leste, São Paulo",20.000
leste,72 m² construídos3 quartos,"Rua Serra Do Japi, Vila Gomes Cardim, São Paulo Zona Leste, São Paulo",3.200
leste,72 m² construídos3 quartos,"Rua Serra Do Japi, Vila Gomes Cardim, São Paulo Zona Leste, São Paulo",3.200
leste,65 m² construídos2 quartos,"Vila Prudente, São Paulo Zona Leste, São Paulo",2.799
leste,105 m² construídos3 quartos,"Parque Da Mooca, São Paulo Zona Leste, São Paulo",5.000
leste,49 m² construídos2 quartos,"Moóca, São Paulo Zona Leste, São Paulo",2.600
leste,90 m² construídos3 quartos,"Vila Regente Feijó, São Paulo Zona Leste, São Paulo",2.500
leste,186 m² construídos3 quartos,"Rua Professor Pedreira De Freitas, Tatuapé, São Paulo Zona Leste, São Paulo",4.500
leste,165 m² construídos4 quartos,"Rua Itapura, Vila Gomes Cardim, São Paulo Zona Leste, São Paulo",5.500
leste,70 m² construídos2 quartos,"Avenida Paes De Barros, Parque Da Mooca, São Paulo Zona Leste, São Paulo",3.500
leste,355 m² construídos4 quartos,"Rua Eleonora Cintra, Jardim Anália Franco, São Paulo Zona Leste, São Paulo",15.000
leste,82 m² construídos1 quarto,"Avenida Presidente Juscelino Kubitschek, Alto Da Mooca, São Paulo Zona Leste, São Paulo",10.200
leste,49 m² construídos2 quartos,"Vila Ema, São Paulo Zona Leste, São Paulo",1.800
leste,49 m² construídos2 quartos,"Jardim Santa Terezinha (zona Leste), São Paulo Zona Leste, São Paulo",1.495
leste,60 m² construídos2 quartos,"Parque Tomas Saraiva, São Paulo Zona Leste, São Paulo",1.400
leste,45 m² construídos1 quarto,"Jardim Das Camélias, São Paulo Zona Leste, São Paulo",2.000
leste,64 m² construídos3 quartos,"Jardim Ângela (zona Leste), São Paulo Zona Leste, São Paulo",2.500
leste,47 m² construídos2 quartos,"Vila Carmosina, São Paulo Zona Leste, São Paulo",1.500
leste,233 m² construídos3 quartos,"Cidade Mãe Do Ceu, São Paulo Zona Leste, São Paulo",12.000
leste,60 m² construídos2 quartos,"Jardim Vila Formosa, São Paulo Zona Leste, São Paulo",1.550
leste,87 m² construídos3 quartos,"Moóca, São Paulo Zona Leste, São Paulo",2.950
leste,176 m² construídos3 quartos,"Rua Luiz Dos Santos Cabral, 55, Jardim Anália Franco, São Paulo Zona Leste, São Paulo",10.500
leste,85 m² construídos3 quartos,"Tatuapé, São Paulo Zona Leste, São Paulo",1.350
leste,74 m² construídos2 quartos,"Vila Gomes Cardim, São Paulo Zona Leste, São Paulo",2.200
leste,89 m² construídos3 quartos,"Vila Gomes Cardim, São Paulo Zona Leste, São Paulo",5.500
leste,50 m² construídos1 quarto,"Vila Gomes Cardim, São Paulo Zona Leste, São Paulo",3.000
leste,77 m² construídos3 quartos,"Rua Dona Tecla, Moóca, São Paulo Zona Leste, São Paulo",2.300
leste,65 m² construídos2 quartos,"Penha De Franca, São Paulo Zona Leste, São Paulo",1.800
leste,50 m² construídos1 quarto,"Vila Gomes Cardim, São Paulo Zona Leste, São Paulo",3.000
leste,35 m² construídos1 quarto,"Vila Carolina, São Paulo Zona Leste, São Paulo",2.300
leste,45 m² construídos1 quarto,"Praça Barão De Itaqui, Vila Gomes Cardim, São Paulo Zona Leste, São Paulo",2.100
leste,60 m² construídos2 quartos,"Praça Barão De Itaqui, Vila Gomes Cardim, São Paulo Zona Leste, São Paulo",2.800
leste,67 m² construídos2 quartos,"Sítio Da Figueira, São Paulo Zona Leste, São Paulo",2.100
leste,47 m² construídos2 quartos,"Quinta Da Paineira, São Paulo Zona Leste, São Paulo",1.500
leste,44 m² construídos2 quartos,"Jardim Ângela (zona Leste), São Paulo Zona Leste, São Paulo",1.100
leste,60 m² construídos2 quartos,"Cidade Líder, São Paulo Zona Leste, São Paulo",1.200
leste,59 m² construídos2 quartos,"Chácara Califórnia, São Paulo Zona Leste, São Paulo",2.000
leste,50 m² construídos2 quartos,"Chácara Califórnia, São Paulo Zona Leste, São Paulo",1.850
leste,67 m² construídos2 quartos,"Vila Carrão, São Paulo Zona Leste, São Paulo",2.200
leste,105 m² construídos3 quartos,"Rua Padre Mário Fontana, Parque Da Mooca, São Paulo Zona Leste, São Paulo",5.500
leste,94 m² construídos3 quartos,"Rua Darnilo Martins Pereira, Vila Oratório, São Paulo Zona Leste, São Paulo",820.000
leste,48 m² construídos2 quartos,"Rua Vilela, Tatuapé, São Paulo Zona Leste, São Paulo",1.850
leste,58 m² construídos2 quartos,"Rua Vilela, Tatuapé, São Paulo Zona Leste, São Paulo",2.100
leste,47 m² construídos2 quartos,"Jardim Castelo, São Paulo Zona Leste, São Paulo",1.200
leste,50 m² construídos3 quartos,"Rua Morubixaba, Cidade Líder, São Paulo Zona Leste, São Paulo",1.500
leste,74 m² construídos2 quartos,"Rua Bom Sucesso, Cidade Mãe Do Ceu, São Paulo Zona Leste, São Paulo",3.700
leste,44 m² construídos2 quartos,"Estrada Itaquera-guaianazes,
                2001, Jardim Helena, São Paulo Zona Leste, São Paulo",1.350
leste,55 m² construídos2 quartos,"Vila Gomes Cardim, São Paulo Zona Leste, São Paulo",2.500
leste,48 m² construídos2 quartos,"Rua Crubixas,
                281,, Vila Araguaia, São Paulo Zona Leste, São Paulo",1.200
leste,66 m² construídos3 quartos,"Rua Cirino De Abreu,
                263, Guaiaúna, São Paulo Zona Leste, São Paulo",2.800
leste,52 m² construídos1 quarto,"Rua Marechal Barbacena, Vila Regente Feijó, São Paulo Zona Leste, São Paulo",3.900
leste,141 m² construídos3 quartos,"Rua Bento Gonçalves, Vila Regente Feijó, São Paulo Zona Leste, São Paulo",10.000
leste,283 m² construídos3 quartos,"Rua Antônio Fernandes De Abreu, Vila Gomes Cardim, São Paulo Zona Leste, São Paulo",30.000
leste,62 m² construídos2 quartos,"Rua Vilela, Tatuapé, São Paulo Zona Leste, São Paulo",3.000
leste,88 m² construídos3 quartos,"Rua Vilela, Tatuapé, São Paulo Zona Leste, São Paulo",2.800
leste,105 m² construídos3 quartos,"Rua Padre Mário Fontana, Parque Da Mooca, São Paulo Zona Leste, São Paulo",5.000
leste,80 m² construídos3 quartos,"Rua Jaboticabal, Vila Bertioga, São Paulo Zona Leste, São Paulo",2.650
leste,492 m² construídos4 quartos,"Moóca, São Paulo Zona Leste, São Paulo",6.500
leste,137 m² construídos3 quartos,"Rua Bom Jesus, Vila Regente Feijó, São Paulo Zona Leste, São Paulo",6.809
leste,72 m² construídos3 quartos,"Rua Manuel Leiroz, Vila Penteado, São Paulo Zona Leste, São Paulo",2.300
leste,42 m² construídos2 quartos,"Vila Antonieta, São Paulo Zona Leste, São Paulo",1.900
leste,105 m² construídos3 quartos,"Rua Padre Mário Fontana, Parque Da Mooca, São Paulo Zona Leste, São Paulo",5.000
leste,105 m² construídos3 quartos,"Rua Padre Mário Fontana, Parque Da Mooca, São Paulo Zona Leste, São Paulo",4.800
leste,79 m² construídos2 quartos,"Chácara Santo Antônio (zona Leste), São Paulo Zona Leste, São Paulo",2.600
leste,110 m² construídos3 quartos,"Vila Regente Feijó, São Paulo Zona Leste, São Paulo",3.000
leste,130 m² construídos3 quartos,"Jardim Avelino, São Paulo Zona Leste, São Paulo",4.300
leste,117 m² construídos3 quartos,"Chácara Santo Antônio (zona Leste), São Paulo Zona Leste, São Paulo",3.100
leste,129 m² construídos4 quartos,"Jardim Avelino, São Paulo Zona Leste, São Paulo",5.500
leste,340 m² construídos4 quartos,"Parque Da Mooca, São Paulo Zona Leste, São Paulo",7.500
leste,165 m² construídos4 quartos,"Vila Gomes Cardim, São Paulo Zona Leste, São Paulo",7.000
leste,78 m² construídos3 quartos,"Vila Prudente, São Paulo Zona Leste, São Paulo",3.580
leste,92 m² construídos3 quartos,"Vila Gomes Cardim, São Paulo Zona Leste, São Paulo",4.500
oeste,78 m² construídos2 quartos,"Vila Leopoldina, São Paulo Zona Oeste, São Paulo",4.800
oeste,58 m² construídos2 quartos,"Rua Torres Da Barra, 99, Água Branca, São Paulo Zona Oeste, São Paulo",2.600
oeste,34 m² construídos1 quarto,"Pinheiros, São Paulo Zona Oeste, São Paulo",5.444
oeste,105 m² construídos3 quartos,"Rua Bernardo Dos Santos, Jardim Olympia, São Paulo Zona Oeste, São Paulo",2.700
oeste,43 m² construídos2 quartos,"Rua Jairo De Almeida Machado,,
                60, Jaraguá, São Paulo Zona Oeste, São Paulo",1.300
oeste,30 m² construídos1 quarto,"Vila Morse, São Paulo Zona Oeste, São Paulo",1.200
oeste,87 m² construídos2 quartos,"Vila Pompéia, São Paulo Zona Oeste, São Paulo",2.750
oeste,110 m² construídos3 quartos,"Rua Oliveira Alves, 066, Jardim Irapiranga, São Paulo Zona Oeste, São Paulo",3.000
oeste,130 m² construídos3 quartos,"Higienópolis, São Paulo Zona Oeste, São Paulo",4.500
oeste,128 m² construídos3 quartos,"Alto De Pinheiros, São Paulo Zona Oeste, São Paulo",5.500
oeste,163 m² construídos3 quartos,"Água Branca, São Paulo Zona Oeste, São Paulo",8.500
oeste,60 m² construídos2 quartos,"Rua Jaguaré, 340, Jaguaré, São Paulo Zona Oeste, São Paulo",1.400
oeste,59 m² construídos3 quartos,"Jaguaré, São Paulo Zona Oeste, São Paulo",1.700
oeste,52 m² construídos2 quartos,"Jaguaré, São Paulo Zona Oeste, São Paulo",1.950
oeste,181 m² construídos3 quartos,"Cidade São Francisco, São Paulo Zona Oeste, São Paulo",6.200
oeste,74 m² construídos2 quartos,"Rua Lino Coutinho, 1102, Jardim Irapiranga, São Paulo Zona Oeste, São Paulo",1.656
oeste,49 m² construídos1 quarto,"Jaguaré, São Paulo Zona Oeste, São Paulo",1.300
oeste,55 m² construídos2 quartos,"R Santo Antônio De Pádua, Piqueri, São Paulo Zona Oeste, São Paulo",1.900
oeste,60 m² construídos1 quarto,"Pirituba, São Paulo Zona Oeste, São Paulo",1.210
oeste,56 m² construídos2 quartos,"Pinheiros, São Paulo Zona Oeste, São Paulo",2.900
oeste,64 m² construídos2 quartos,"R Ascencional, Jardim Ampliação, São Paulo Zona Oeste, São Paulo",1.790
