zonas_leste,zonas_norte,zonas_oeste,zonas_sul,quarto,area,precos
1,0,0,0,1.3862943611198906,4.663439094112067,8.517393171418904
0,0,0,1,1.6094379124341003,5.572154032177765,9.61587214452889
0,0,0,1,0.6931471805599453,3.9889840465642745,8.537191877922927
1,0,0,0,0.6931471805599453,3.828641396489095,7.650168700845001
0,0,1,0,0.6931471805599453,3.8501476017100584,8.77971129020447
0,0,0,1,1.0986122886681096,4.653960350157523,9.350189267092581
1,0,0,0,1.3862943611198906,4.465908118654584,7.741099090035366
0,0,1,0,1.0986122886681096,4.110873864173311,7.244941546337007
0,0,1,0,0.6931471805599453,3.8066624897703196,7.650168700845001
0,0,1,0,1.3862943611198906,5.384495062789089,8.77971129020447
0,0,0,1,1.3862943611198906,5.153291594497779,8.556606193773073
0,0,0,1,0.6931471805599453,3.4965075614664802,7.244941546337007
0,0,1,0,0.6931471805599453,3.9318256327243257,7.67368812926773
0,0,0,1,1.3862943611198906,4.709530201312334,8.699681400989514
1,0,0,0,1.0986122886681096,4.07753744390572,7.650168700845001
0,0,0,1,1.0986122886681096,4.51085950651685,7.824445930877619
0,0,0,1,0.6931471805599453,3.8918202981106265,8.412054873292933
1,0,0,0,1.0986122886681096,3.4339872044851463,7.170888478512505
1,0,0,0,1.0986122886681096,3.9318256327243257,7.00397413672268
0,1,0,0,1.0986122886681096,3.9318256327243257,7.244941546337007
0,0,1,0,0.6931471805599453,3.4965075614664802,7.496097345175956
0,0,0,1,0.6931471805599453,3.367295829986474,8.214465160759186
1,0,0,0,1.3862943611198906,4.5217885770490405,8.412054873292933
0,1,0,0,1.0986122886681096,4.07753744390572,7.650168700845001
0,0,0,1,1.3862943611198906,5.303304908059076,10.043292972227004
0,0,0,1,1.3862943611198906,5.351858133476067,10.043292972227004
1,0,0,0,1.3862943611198906,4.51085950651685,7.824445930877619
1,0,0,0,1.3862943611198906,5.648974238161206,10.308985993422082
1,0,0,0,0.6931471805599453,3.828641396489095,7.170888478512505
1,0,0,0,1.3862943611198906,5.455321115357702,9.392745258631441
0,1,0,0,1.0986122886681096,4.61512051684126,7.550135342488429
0,0,1,0,1.0986122886681096,4.51085950651685,7.901377353792616
0,0,0,1,0.6931471805599453,3.5553480614894135,7.3783837129967145
0,0,1,0,0.6931471805599453,3.5553480614894135,8.071218539969863
0,0,0,1,0.6931471805599453,3.58351893845611,6.621405651764134
0,0,1,0,1.3862943611198906,4.61512051684126,8.24301946898925
0,0,1,0,1.3862943611198906,4.9344739331306915,7.783640596221253
0,0,0,1,0.6931471805599453,3.713572066704308,7.824445930877619
1,0,0,0,1.0986122886681096,4.04305126783455,7.00397413672268
0,0,1,0,1.3862943611198906,4.709530201312334,8.006700845440367
0,0,0,1,0.6931471805599453,3.8918202981106265,7.937731775260109
0,0,0,1,0.6931471805599453,3.4011973816621555,7.313886831633462
0,0,1,0,0.6931471805599453,4.553876891600541,7.696667081526462
1,0,0,0,0.6931471805599453,3.367295829986474,7.00397413672268
0,0,0,1,0.6931471805599453,3.828641396489095,7.937731775260109
0,0,0,1,1.3862943611198906,5.049856007249537,8.517393171418904
0,1,0,0,1.0986122886681096,4.189654742026425,7.601402334583733
1,0,0,0,1.0986122886681096,3.8066624897703196,7.00397413672268
1,0,0,0,1.6094379124341003,5.831882477283517,8.922791623969637
0,1,0,0,1.0986122886681096,4.110873864173311,7.1316985104669115
0,0,0,1,0.6931471805599453,3.8066624897703196,8.101980731853192
0,0,1,0,1.0986122886681096,4.3694478524670215,8.294299608857235
0,1,0,0,1.0986122886681096,3.9318256327243257,7.409136443920128
0,0,0,1,0.6931471805599453,3.828641396489095,7.496097345175956
1,0,0,0,1.0986122886681096,4.61512051684126,7.438971592395862
0,0,0,1,0.6931471805599453,4.787491742782046,8.31898612539206
1,0,0,0,1.0986122886681096,3.8712010109078907,7.0909098220799835
0,1,0,0,0.6931471805599453,3.6888794541139363,7.170888478512505
0,0,0,1,1.0986122886681096,4.1588830833596715,7.650168700845001
0,0,1,0,1.3862943611198906,5.25227342804663,8.294299608857235
0,0,1,0,1.3862943611198906,4.543294782270004,8.268988209506656
1,0,0,0,1.0986122886681096,4.110873864173311,7.346655163176539
0,1,0,0,1.0986122886681096,3.7376696182833684,7.313886831633462
0,1,0,0,1.3862943611198906,4.204692619390966,7.696667081526462
0,0,1,0,0.6931471805599453,3.6375861597263857,7.824445930877619
0,0,0,1,1.3862943611198906,4.61512051684126,8.517393171418904
0,1,0,0,1.0986122886681096,4.07753744390572,7.208600337960199
1,0,0,0,0.6931471805599453,3.9512437185814275,7.783640596221253
1,0,0,0,0.6931471805599453,3.4339872044851463,6.311734809152915
0,0,1,0,0.6931471805599453,3.6109179126442243,7.901377353792616
0,1,0,0,1.0986122886681096,3.9318256327243257,7.208600337960199
0,0,0,1,1.0986122886681096,4.007333185232471,7.8636512654486515
1,0,0,0,1.0986122886681096,3.9318256327243257,7.523481312573497
1,0,0,0,1.0986122886681096,4.110873864173311,7.0909098220799835
0,0,0,1,1.0986122886681096,4.110873864173311,8.612685172875459
0,0,1,0,1.6094379124341003,5.017279836814924,9.012011377036412
0,0,0,1,1.0986122886681096,4.060443010546419,9.050640993218508
1,0,0,0,1.0986122886681096,4.060443010546419,7.650168700845001
0,0,0,1,1.0986122886681096,4.189654742026425,8.160803920954665
1,0,0,0,1.3862943611198906,4.248495242049359,7.550135342488429
0,0,0,1,1.0986122886681096,4.51085950651685,8.648396877031582
0,0,1,0,1.3862943611198906,4.394449154672439,8.366602832783736
0,0,1,0,0.6931471805599453,3.828641396489095,8.131824785007195
0,1,0,0,0.6931471805599453,4.110873864173311,8.294299608857235
